Gene name	NCBI gene ID	KEGG Pathway and Enzyme ID
TREML2	79865	
CXorf58	254158	
NMT2	9397	
SMARCA4	6597	
BCAM	4059	
ACOX1	51	00592+1.3.3.6
ACOX1	51	00071+1.3.3.6
SLC35F6	54978	
ESX1	80712	
RPP38	10557	
TTC5	91875	
TMEM196	256130	
TUBB2A	7280	
CFHR5	81494	
FAM19A4	151647	
NUP160	23279	
APOO	79135	
TREML4	285852	
F13B	2165	
PAXX	286257	
ITGB7	3695	
ACOX1	51	
ADGRG6	57211	
FAM13B	51306	
CAV3	859	
KCND3	3752	
ONECUT1	3175	
CXorf66	347487	
P3H2	55214	
MYH4	4622	
CDK3	1018	
SLC17A5	26503	
EVPL	2125	
AC022167.5	101929989	
ZNF740	283337	
OXTR	5021	
PRKG2	5593	
UACA	55075	
FBXO7	25793	
FA2H	79152	
PRKCQ	5588	04070+2.7.11.13
TTL	150465	
CD4	920	
CTTNBP2NL	55917	
UBE2E1	7324	
MYOT	9499	
MYH8	4626	
TEN1-CDK3	100529145	
ANAPC4	29945	
FNDC11	79025	
KLK2	3817	
GPAA1	8733	
MACC1	346389	
TEN1	100134934	
AMD1	262	00270+4.1.1.50
AMD1	262	00330+4.1.1.50
COL6A2	1292	
AMD1	262	
IL1RAPL2	26280	
SSUH2	51066	
TEX13A	56157	
TMTC2	160335	
SAMD4A	23034	
MYC	4609	
CDRT1	374286	
SMARCE1	6605	
DAPK2	23604	
TOMM40	10452	
MYH2	4620	
PIWIL2	55124	
FRY	10129	
SLIT3	6586	
NUP58	9818	
CSAD	51380	
INHBC	3626	
SLC17A4	10050	
ASPM	259266	
INHBE	83729	
RFC1	5981	
SLC35E2B	728661	
TRIM16	10626	
ZBTB41	360023	
RAD18	56852	
ELF2	1998	
TJP2	9414	
KLF13	51621	
RPS16	6217	
WNT2B	7482	
NECTIN2	5819	
MYOF	26509	
KLHL15	80311	
TYW5	129450	
ZNF333	84449	
GAB1	2549	
OTUD7A	161725	
NOCT	25819	
SMPDL3A	10924	
MYH1	4619	
CAPZA1	829	
SOX3	6658	
DDX3Y	8653	
SRSF2	6427	
GTF3C6	112495	
GPX7	2882	00590+1.11.1.9
GPX7	2882	00480+1.11.1.9
KRT24	192666	
H2AFV	94239	
MAIP1	79568	
DNAJB6	10049	
RNF145	153830	
C2orf69	205327	
UBE3D	90025	
CWF19L1	55280	
NBPF20	100288142	
FIGNL1	63979	
C2CD6	151254	
ADCK1	57143	
CLIC3	9022	
METTL23	124512	
MDFIC	29969	
THNSL2	55258	
ADGRE3	84658	
TBX22	50945	
SHISAL2A	348378	
MON1A	84315	
LIMCH1	22998	
CLVS2	134829	
SLC7A8	23428	
AC005324.3		
COA7	65260	
ASB15	142685	
CTSB	1508	
IRF2	3660	
TREM1	54210	
MUC19	283463	
DEPDC4	120863	
CRB1	23418	
SPIN1	10927	
ZYG11B	79699	
VPS13A	23230	
CREM	1390	
ZYG11A	440590	
CD109	135228	
SYP	6855	
IGF2BP3	10643	
FAM53C	100128966	
FAM53C	51307	
PORCN	64840	
PGM3	5238	
ACTR6	64431	
GID4	79018	
ESR1	2099	
MST1R	4486	
AURKA	6790	05165+2.7.11.1
AURKA	6790	04150+2.7.11.1
AURKA	6790	04926+2.7.11.1
AURKA	6790	04714+2.7.11.1
AURKA	6790	04151+2.7.11.1
MFSD11	79157	
SLC14A1	6563	
IMMT	10989	
DENND1B	163486	
TOGARAM2	165186	
CCDC102B	79839	
MACF1	643314	
MACF1	23499	
LTF	4057	
HDAC1	3065	
TRDN	10345	
SLC6A1	6529	
AC005837.2		
PCARE	388939	
ARHGAP9	64333	
C1orf53	388722	
KIRREL3	84623	
BTN3A1	11119	
MALSU1	115416	
SCYL2	55681	
ADGRE2	30817	
LHX9	56956	
FOXI3	344167	
ITSN1	6453	
ST3GAL4	6484	
SLC14A2	8170	
FBXO9	26268	
TGM2	7052	
GDF1		
PGM3	5238	00520+5.4.2.10
PGM3	5238	00520+5.4.2.3
DDC	1644	
AC022506.1		
CDC25C	995	
HELZ2	85441	
TMX3	54495	
KLB	152831	
USP13	8975	
SLC17A8	246213	
GATA6	2627	
PPAN	56342	
CERS1	10715	
CERS1	2657	
RPRD1B	58490	
NDRG4	65009	
EIF2S3	1968	
C17orf107	100130311	
NEK7	140609	
NRXN3	9369	
ST7L	54879	
NCR2	9436	
PPAN-P2RY11	692312	
CHRNE	1145	
FAM110C	642273	
BANP	54971	
SLC17A6	57084	
POLR1B	84172	00230+2.7.7.6
POLR1B	84172	00240+2.7.7.6
MAPK9	5601	04150+2.7.11.24
TEX37	200523	
INHA	3623	
POLR1B	84172	
DYSF	8291	
MARS	4141	
NKAIN2	154215	
ESF1	51575	
MYO5B	4645	
ICK	22858	
MAPK9	5601	
MARS	4141	00970+6.1.1.10
MARS	4141	00450+6.1.1.10
STK4	6789	05165+2.7.11.1
STK4	6789	04150+2.7.11.1
STK4	6789	04926+2.7.11.1
STK4	6789	04714+2.7.11.1
STK4	6789	04151+2.7.11.1
STK4	6789	
EIF3G	8666	
GAP43	2596	
DRD5	1816	
DOP1A	23033	
PURB	5814	
USP7	7874	
P2RY11	5032	
RWDD2A	112611	
ACAA2	10449	
GAS2	2620	
ECHDC2	55268	
EIF2AK3	9451	
MANF	7873	
OBSL1	23363	
FXN	2395	00860+1.16.3.1
SLC2A9	56606	
FXN	2395	
SLC15A2	6565	
AC090227.1		
FAM193A	8603	
AL358113.1		
FANCF	2188	
DDIT3	1649	
CTAGE1	64693	
LSAMP	4045	
GC	2638	
RBM15B	29890	
SPON1	10418	
NFKB1	4790	
EN1	2019	
MINK1	50488	
TIMP3	7078	
ATPAF1	64756	
ZNF384	171017	
NAALADL2	254827	
H1F0	3005	
CDR1	1038	
GLI1	2735	
SYN3	8224	
SMC6	79677	
ITGB1BP2	26548	
ATP5PO	539	
MARCO	8685	
DCAF1	9730	
RBBP8	5932	
KCNQ4	9132	
SLC6A15	55117	
LMO2	4005	
TEX38	374973	
ZC3H7A	29066	
KDM1B	221656	
TSPAN19	144448	
NRK	203447	
GEN1	348654	
CBX1	10951	
BORCS8-MEF2B	4207	
RNF4	6047	
APOE	348	
MBD6	114785	
C1QL2	165257	
GCAT	23464	00260+2.3.1.29
CIAO2A	84191	
GP1BA	2811	
RNF217	154214	
GCAT	23464	
LRRIQ1	84125	
ZNHIT1	10467	
APOC1	341	
SERPINA7	6906	
KCNS1	3787	
WFDC5	149708	
PLOD3	8985	00310+1.14.11.4
ALOX15B	247	
ALX1	8092	
WFDC12	128488	
PTPRJ	5795	
SH2D4B	387694	
ULK3	25989	
RASSF9	9182	
NKIRAS1	28512	
ARHGAP17	55114	
NTS	4922	
PLOD3	8985	
RTN1	6252	
DIP2B	57609	
PAXIP1	22976	
NR2C2AP	126382	
SLC12A4	6560	
GPR137	56834	
CITED4	163732	
RPF2	84154	
MCF2	4168	
DCTN2	10540	
IL1RN	3557	
PAQR4	124222	
MGAT4C	25834	
BUB3	9184	
NR1H4	9971	
SUPT5H	6829	
CFAP99	402160	
RFXANK	8625	
TMF1	7110	
FYB1	2533	
ZAR1L	646799	
PHF20	51230	
BAD	572	
ODF1	4956	
RTL10	79680	
RPL15	6138	
STEAP3	55240	
ATF1	466	
ABCG4	64137	
TMEM98	26022	
LCAT	3931	
NR5A2	2494	
NXNL2	158046	
ATL2	64225	
DIP2A	23181	
SMARCB1	6598	
KLK4	9622	
POGLUT1	56983	
GNB1L	54584	
MMD2	221938	
LPCAT2	54947	
ZNF281	23528	
MUM1L1	139221	
CAPNS2	84290	
ARSJ	79642	
EFCAB14	9813	
GALR3	8484	
ADCY1	107	00230+4.6.1.1
KREMEN2	79412	
KIF14	9928	
PIP4P2	55529	04070+3.1.3.78
NR1D2	9975	
YME1L1	10730	
TBX1	6899	
PIP4P2	55529	
DERL3	91319	
UBA3	9039	
TMC1	117531	
NPFFR2	10886	
RASL11A	387496	
TMPRSS12	283471	
GPR89A	653519	
C12orf50	160419	
GMEB2	26205	
CCDC142	84865	
PI3	5266	
POLR1A	25885	00230+2.7.7.6
POLR1A	25885	00240+2.7.7.6
SLC22A23	63027	
DDX59	83479	
STRN4	29888	
DIRC1	116093	
POLR1A	25885	
SLC16A10	117247	
SEMG1	6406	
PHF20L1	51105	
COL7A1	1294	
DNAJC1	64215	
HIVEP2	3097	
PSMG4	389362	
C12orf29	91298	
BORCS8	729991	
ILDR1	286676	
TTC31	64427	
APOC2	344	
NALCN	259232	
DIO3	1735	
MASTL	84930	05165+2.7.11.1
MASTL	84930	04150+2.7.11.1
MASTL	84930	04926+2.7.11.1
MASTL	84930	04714+2.7.11.1
MASTL	84930	04151+2.7.11.1
APOC4	346	
MASTL	84930	
KRT25	147183	
APOC4-APOC2		
RAB39A	54734	
CTCF	10664	
ZWINT	11130	
TUBB2B	347733	
SS18	6760	
METTL7A	25840	
SLC17A1	6568	
KRT26	353288	
UNC80	285175	
PCDH15	65217	
TEX47	219557	
DLX1	1745	
MRPL53	116540	
ZNF804B	219578	
AVPI1	60370	
CTNS	1497	
EOGT	285203	
GTF3C2	2976	
DIPK2A	205428	
MEF2B	100271849	
KIAA0930	23313	
DLX2	1746	
P2RX5-TAX1BP3		
KCNK7	10089	
EMC6	83460	
CEP290	80184	
PKMYT1	9088	
GAS2L3	283431	
TAX1BP3	30851	
CAMSAP2	23271	
GFPT2	9945	00250+2.6.1.16
GFPT2	9945	00520+2.6.1.16
PKMYT1	9088	05165+2.7.11.1
PKMYT1	9088	04150+2.7.11.1
PKMYT1	9088	04926+2.7.11.1
PKMYT1	9088	04714+2.7.11.1
PKMYT1	9088	04151+2.7.11.1
ANKRD12	23253	
SNX11	29916	
ZNF599	148103	
GFPT2	9945	
HYDIN	54768	
GPR25	2848	
KLK8	11202	
KLF10	7071	
BLOC1S2	282991	
INAVA	55765	
LPAR1	1902	
ATP8A2	51761	
STEAP1	26872	
MFSD4B	91749	
CPNE1	8904	
HIGD1C	613227	
SLC1A5	6510	
PDZK1	5174	
FPGS	2356	00790+6.3.2.17
NDUFV2	4729	
STEAP2	261729	
CLEC1A	51267	
NSMCE1	197370	
IL12A	3592	
MTRNR2L5	100463289	
CARHSP1	23589	
GRIK4	2900	
S1PR3	286223	
S1PR3	1903	
SLC24A3	57419	
BRCA2	675	
KLK5	25818	
CNTN1	1272	
MYO1G	64005	
WDR72	256764	
CNOT6	57472	
RBM12	10137	
EIF2B4	8890	00270+5.3.1.23
OR4B1	119765	
EIF2B4	8890	
OR4X2	119764	
AL109827.1		
RAD54L2	23132	
OR4X1	390113	
MTMR1	8776	00562+3.1.3.64+3.1.3.95
MTMR1	8776	04070+3.1.3.64+3.1.3.95
PRPS2	5634	00030+2.7.6.1
PRPS2	5634	00230+2.7.6.1
P3H3	10536	
TIMMDC1	51300	
PMM2	5373	00051+5.4.2.8
PMM2	5373	00520+5.4.2.8
OR2K2	26248	
Z83844.1		
TTYH2	94015	
TEX264	51368	
KLK6	5653	
TFEC	22797	
C2orf76	130355	
GLP1R	2740	
GPR162	27239	
CD80	941	
SDF2	6388	
CYP4B1	1580	
KRT27	342574	
ACAT1	38	
MTMR1	8776	
MARVELD1	83742	
PMM2	5373	
KRT28	162605	
CACNA1F	778	
KRBOX4	55634	
LRRC9	341883	
SHC3	53358	
KLK7	5650	
FKRP	79147	
FAM160B2	64760	
P2RX5	5026	
HOMEZ	57594	
PSD4	23550	
SEMG2	6407	
ITPRID2	6744	
BCL2L2-PABPN1	100529063	
PDZRN4	29951	
CUL5	8065	
COL3A1	1281	
KLK9	284366	
RNF212B	100507650	
AC011473.4		
CNBD2	140894	
POLR3C	10623	
ADAMTS3	9508	
NFS1	9054	00730+2.8.1.7
OTUD6B	51633	
DIO2	1734	
HSPA8	3312	
MTOR	2475	05165+2.7.11.1
MTOR	2475	04150+2.7.11.1
MTOR	2475	04926+2.7.11.1
MTOR	2475	04714+2.7.11.1
MTOR	2475	04151+2.7.11.1
GSDMC	56169	
FOXP4	116113	
SPANXB1	728695	
NFS1	9054	
CASP3	836	
DIMT1	27292	
RNF115	27246	
SFMBT2	57713	
CD160	11126	
PABPN1	8106	
CAV2	858	
GTF3A	2971	
SPDL1	54908	
FAM185A	222234	
HRH1	3269	
SCAND1	51282	
SUPT6H	6830	
BCL2L2	599	
AIG1	51390	
LRRC69	100130742	
OR4S1	256148	
PRR14L	253143	
OR4C5	79346	
OR4C3	256144	
SLC39A14	23516	
PPP1R3E	90673	
TRIOBP	11078	
DNMT3A	1788	00270+2.1.1.37
RCAN3	11123	
BTN3A3	10384	
MTIF3	219402	
OR4A47	403253	
ZNF266	10781	
ZNF674	641339	
TES	26136	
DNMT3A	1788	
CAPN3	825	
AIFM3	150209	
CHST7	56548	
UTP20	27340	
CKS2	1164	
ANKRD54	129138	
CHCHD5	84269	
PPP2R5C	5527	
SCGB3A1	92304	
UPK3A	7380	
ANGPTL7	10218	
PPP1R14D	54866	
GXYLT1	283464	
RAB6A	5870	
KIF2A	3796	
ZFYVE27	118813	
NOL12	79159	
ABAT	18	00410+2.6.1.19
ABAT	18	00250+2.6.1.19
ABAT	18	00640+2.6.1.19
ABAT	18	00650+2.6.1.19
TSHR	7253	
SLC26A7	115111	
ABAT	18	
IPO11	51194	
KRT10	3858	
TMEM186	25880	
PTPRU	10076	
NRG3	10718	
ZNF469	84627	
DHRS7	51635	
ARPIN	348110	
CEP128	145508	
TMEM99	147184	
PIAS3	10401	
GIMD1	100507096	
USH1C	10083	
MOV10	4343	
C15orf38-AP3S2	100526783	
GANC	2595	
FIBP	9158	
FHIT	2272	00230+3.6.1.29
ATPAF2	91647	
SPINT1	6692	
NUDT17	200035	
SYNE1	23345	
FHIT	2272	
EIF3L	51386	
LZTR1	8216	
PCNX4	64430	
MAP3K11	4296	
SLC25A25	114789	
ZNF30	90075	
CD99	4267	
LDOC1	23641	
MIF	4282	
AP3S2	10239	
TMTC3	160418	
AP000350.12		
NAIF1	203245	
B3GAT3	26229	
SPANXC	64663	
SLC9A7	84679	
ARL1	400	
KIF21B	23046	
LRRC70	100130733	
NUP205	23165	
NCMAP	400746	
CTSW	1521	
CDY1	9085	
ASB6	140459	
F2R	2149	
DRC3	83450	
PKD2L1	9033	
ITGB8	3696	
MMS19	64210	
TRPC5OS	100329135	
DNPEP	23549	
ANKRD35	148741	
SPIC	121599	
DHRS2	10202	
TRPC5	7224	
PDCD6IP	10015	
SPANXA1	30014	
NTMT1	28989	
FBN3	84467	
CLPTM1	1209	
SPANXA2	728712	
TAF1	6872	
C9orf50	375759	
TMEM87A	25963	
SYNPR	132204	
DKK2	27123	
MX1	4599	
NDUFAF5	79133	
CACNA1S	779	
ITGA10	8515	
PLOD2	5352	00310+1.14.11.4
ASCL5	647219	
LIN52	91750	
GCH1	2643	00790+3.5.4.16
KITLG	4254	
DEK	7913	
VSX2	338917	
RGP1	9827	
SLC2A11	66035	
CAPRIN1	4076	
PEX11B	8799	
MSMP	692094	
EPC1	80314	
AC243547.3		
UBLCP1	134510	04658+3.1.3.16
UBLCP1	134510	04660+3.1.3.16
RARG	5916	
FAM118A	55007	
IQSEC1	9922	
GHITM	27069	
RNF222	643904	
CLDN15	24146	
LIX1L	128077	
RELB	5971	
GOLGA6L6	727832	
PLOD2	5352	
SRRM1	10250	
RMDN2	151393	
CLEC7A	64581	
POLR3GL	84265	
AC012651.1		
CTPS1	1503	00240+6.3.4.2
FAM49B	51571	
AL603832.3		04658+3.1.3.16
AL603832.3		04660+3.1.3.16
ABHD1	84696	
AC021072.1		
AL603832.3		
IL12B	3593	
XG	100132596	
XG	7499	
ADRA1B	147	
RBM8A	9939	
PPM1J	333926	
ZNF792	126375	
CTPS1	1503	
ASAP3	55616	
TRIM59	286827	
ADAT2	134637	
CSTF1	1477	
ANKRD34A	284615	
C3orf80	401097	
NAA15	80155	
TTC1	7265	
TGFBR3	7049	
PPM1J	333926	04658+3.1.3.16
PPM1J	333926	04660+3.1.3.16
PWWP2A	114825	
EBP	10682	
TRIM51GP		
FCHO2	115548	
DIS3L	115752	
IQGAP2	10788	
PREB	10113	
MGARP	84709	
TXNIP	10628	
RNF144B	255488	
ME1	4199	
RAB33B	83452	
ALKBH5	54890	
HJV	148738	
SLC17A3	10786	
CYP1B1	1545	00982+1.14.14.1
CYP1B1	1545	00380+1.14.14.1
CYP1B1	1545	00590+1.14.14.1
CYP1B1	1545	00071+1.14.14.1
CYP1B1	1545	00830+1.14.14.1
CYP1B1	1545	00627+1.14.14.1
CYP1B1	1545	00232+1.14.14.1
CYP1B1	1545	00591+1.14.14.1
CYP1B1	1545	00140+1.14.14.1
CYP1B1	1545	00980+1.14.14.1
DMKN	93099	
F2RL2	2151	
SAYSD1	55776	
NDUFC1	4717	
RTL4	340595	
PDE2A	5138	
LHFPL1	340596	
UNC13C	440279	
KCNK5	8645	
WDR1	9948	
DNMT3B	1789	00270+2.1.1.37
NT5C3B	115024	00230+3.1.3.5
NT5C3B	115024	00240+3.1.3.5
NT5C3B	115024	00760+3.1.3.5
GPKOW	27238	
TMEM161B	153396	
MYD88	4615	
KDM3B	51780	
NT5C3B	115024	
TMEM9	252839	
SPANXD	64648	
IFT80	57560	
TRIM49B	283116	
KLHL10	317719	
WIF1	11197	
WDYHV1	55093	
MAGEC3	139081	
TRIM64C	646754	
ADPRH	141	
S100B	6285	
ZNF629	23361	
ARAP3	64411	
MAGEC1	9947	
DBI	1622	
CCL5	6352	
FLT4	2324	
IGFN1	91156	
SFRP5	6425	
WDHD1	11169	
DMRT1	1761	
GANAB	23193	
AC239799.1		
SCD	6319	
SMC1B	27127	
SHISA2	387914	
FIS1	51024	
SNTN	132203	
SLC4A10	57282	
CDH7	1005	
NOTCH2NLA	100996717	
NOTCH2NLA	388677	
RPIA	22934	00710+5.3.1.6
RPIA	22934	00030+5.3.1.6
RPIA	22934	00051+5.3.1.6
PRPS1L1	221823	00030+2.7.6.1
PRPS1L1	221823	00230+2.7.6.1
TIMM50	92609	
RHCG	51458	
CASS4	57091	
TMEM171	134285	
DRG2	1819	00970+6.1.1.3
AC079594.2		
TG	7038	
IL4R	3566	
STK11IP	114790	
MLH1	4292	
TMEM244	253582	
NBPF10	100132406	
TBR1	10716	
ID4	3400	
DRG2	1819	
PARS2	25973	00970+6.1.1.15
CD86	942	
PABPC1L	80336	
SEMA5A	9037	
ITIH5	80760	
SMARCA5	8467	
INF2	64423	
TTC22	55001	
SLC35E2A	9906	
YAF2	10138	
RHOC	389	
PKP1	5317	
MAGEC2	51438	
PPP1R1C	151242	
AGAP4	119016	
SMC4	10051	
MYH10	4628	
RNF6	6049	
WNT8B	7479	
DPRX	503834	
PCNX3	399909	
PRSS35	167681	
CHID1	66005	
CLIC5	53405	
TNIP1	10318	
COPE	11316	
TBC1D25	4943	
NDEL1	81565	
TRA2A	29896	
DUSP6	1848	04658+3.1.3.16
DUSP6	1848	04660+3.1.3.16
DUSP6	1848	
DLL3	10683	
SCP2	6342	
PRRX2	51450	
LEMD3	23592	
LIAS	11019	00785+2.8.1.8
SKAP1	8631	
SLC20A1	6574	
LIAS	11019	
ALDH1A1	216	
PTGES	9536	
TOMM34	10953	
EFCAB11	90141	
MATN1	4146	
CRTAC1	55118	
ZNF560	147741	
RIBC2	26150	
DDX49	54555	
MFSD5	84975	
SLC6A2	6530	
FOXN3	1112	
LAD1	3898	
ANKRD63	100131244	
GOLGA7B	401647	
CD99L2	83692	
POC1B	282809	
ZFPM1	161882	
MYO15A	51168	
CDK11A	728642	
SLC17A2	10246	
SRP68	6730	
PLCB2	5330	00562+3.1.4.11
PLCB2	5330	04070+3.1.4.11
TICRR	90381	
RSL24D1	51187	
ADGRG2	10149	
REV3L	5980	
NLRP12	91662	
THOC7	80145	
PROCA1	147011	00592+3.1.1.4
PROCA1	147011	00564+3.1.1.4
PROCA1	147011	00591+3.1.1.4
PROCA1	147011	00590+3.1.1.4
PROCA1	147011	00565+3.1.1.4
HDDC2	51020	
PROCA1	147011	
POC1B-GALNT4	100528030	
DHRS4	10901	00790+1.1.1.184
DHRS4	10901	00590+1.1.1.184
DHRS4	10901	00980+1.1.1.184
HDDC2	51020	00240+3.1.3.89
GALNT4	8693	
KIF7	374654	
RPL9	6133	
SLA	6503	
LEXM	163747	
ZACN	353174	
DHRS4	10901	
HOXC13	3229	
GRAMD1A	57655	
RP2	6102	00983+2.7.4.6
RP2	6102	00240+2.7.4.6
RP2	6102	00230+2.7.4.6
FAM19A3	284467	
DNAI2	64446	
CLIP4	79745	
SCMH1	22955	
SLPI	6590	
ATXN7	6314	
TECTA	7007	
C3orf49	132200	
HOMER3	9454	
ZFX	7543	
CMTR2	55783	
DAB2	112267931	
DAB2	1601	
CD226	10666	
TOR1B	27348	
COL13A1	1305	
SLFNL1	200172	
AC002985.1		
UQCRC1	7384	
TPD52L1	7164	
CENPU	79682	
ADSSL1	122622	00250+6.3.4.4
ADSSL1	122622	00230+6.3.4.4
ADSSL1	122622	
TMEM52B	120939	
TBCEL	219899	
SPANXN4	441525	
KIAA1755	85449	
PPM1A	5494	04658+3.1.3.16
PPM1A	5494	04660+3.1.3.16
BTN2A1	11120	
PPM1A	5494	
KCNK17	89822	
C16orf72	29035	
DOK6	220164	
RYR1	6261	
C9	735	
EBLN1	340900	
ATP10A	57194	
NUDT18	79873	
DHRS4L2	317749	00790+1.1.1.184
DHRS4L2	317749	00590+1.1.1.184
DHRS4L2	317749	00980+1.1.1.184
AP000646.1		
REV3L	5980	00240+2.7.7.7
REV3L	5980	00230+2.7.7.7
DMRTA1	63951	
MYADM	91663	
SPANXN3	139067	
ATP2B1	490	
SELENOV	348303	
TRIM38	10475	
EID2B	126272	
EID2	163126	
BPI	671	
PRIMPOL	201973	
R3HDM1	23518	
MRPL35	51318	
OLR1	4973	
SECISBP2	79048	
CLMP	79827	
KCNK16	83795	
C17orf100	388327	
DHRS4L2	317749	
MAGEF1	64110	
SLC4A4	8671	
E2F2	1870	
TLR7	51284	
TRAF3IP2	10758	
ART5	116969	
PCDH1	5097	
SAMD3	154075	
PLCB2	5330	
SLC16A1	6566	
MFSD6	54842	
HTR5A	3361	
TLR8	51311	
OGT	8473	00514+2.4.1.255
TWSG1	57045	
TNNT2	7139	
RBM3	5935	
MDFI	4188	
ID3	3399	
ENPP4	22875	00230+3.6.1.29
IGSF11	152404	
ESPL1	9700	
TIMM23	100287932	
ITGBL1	9358	
MAGIX	79917	
AZIN1	51582	
LAPTM5	7805	
CCDC179	100500938	
NEMP2	100131211	
CALB2	794	
AKAP10	11216	
WNT8A	7478	
SVIP	258010	
LRIG2	9860	
TOR1A	1861	
SLC13A5	284111	
TAPT1	202018	
FGF14	2259	
IPMK	253430	
ENPP5	59084	
OTOG	340990	
BTN1A1	696	
PAPSS1	9061	00920+2.7.7.4
PAPSS1	9061	00261+2.7.7.4
PAPSS1	9061	00230+2.7.7.4
PAPSS1	9061	00450+2.7.7.4
PAPSS1	9061	00920+2.7.1.25
PAPSS1	9061	00230+2.7.1.25
REEP2	51308	
CCER1	196477	
CHRNA7	1139	
LDHA	3939	00010+1.1.1.27
LDHA	3939	00640+1.1.1.27
LDHA	3939	00270+1.1.1.27
LDHA	3939	00620+1.1.1.27
LDHA	3939	
PDIA2	64714	
EPYC	1833	
SELENOM	140606	
ABCB5	340273	
AC096582.3		
KERA	11081	
GRHL1	29841	
LUM	4060	
KIF6	221458	
RSL1D1	26156	
CLIC4	25932	
ANKRD37	353322	
LARGE1	9215	
PODN	127435	
RUNX3	864	
C9orf78	51759	
RBPJL	11317	
ZNF426	79088	
UFSP2	55325	
CYP4A11	1579	
NPR2	4882	
L3MBTL3	84456	
SPIN2B	474343	
TNNI1	7135	
RIN2	54453	
ADGRL2	23266	
HIST1H1A	3024	
NPR2	4882	00230+4.6.1.2
FUT7	2529	
HIST1H3A	8350	
INAFM2	100505573	
NPAT	4863	
AL807752.6		
OR2Y1	134083	
SH3YL1	26751	
SLITRK4	139065	
PHLDA3	23612	
EXOC7	23265	
PIANP	196500	
MYOD1	4654	
HOXC12	3228	
PTGES2	80142	00590+5.3.99.3
GTF2A1	2957	
NPDC1	56654	
PRR30	339779	
GINS1	9837	
SPAG8	26206	
C11orf65	160140	
CCDC9B	388115	
RALBP1	10928	
HOXC11	3227	
MATN4	8785	
JADE3	9767	
RPL11	6135	
STON2	85439	
PTGES2	80142	
PXDC1	221749	
TCF23	150921	
DOCK2	1794	
CACNA2D4	93589	
CAMK1D	57118	
EGR1	1958	
CCDC42	146849	
IKBKB	3551	
MAGI3	260425	00230+2.7.4.8
NME5	8382	00983+2.7.4.6
NME5	8382	00240+2.7.4.6
NME5	8382	00230+2.7.4.6
FAM50B	26240	
CSRP1	1465	
KLK10	5655	
BRDT	676	
RHOV	171177	
TMSB4X	7114	
COX18	285521	
USP20	10868	
ZNF513	130557	
SYF2	25949	
HR	55806	
ATM	472	05165+2.7.11.1
ATM	472	04150+2.7.11.1
ATM	472	04926+2.7.11.1
ATM	472	04714+2.7.11.1
ATM	472	04151+2.7.11.1
GALR2	8811	
FUCA2	2519	00511+3.2.1.51
KIF19	124602	
SDC3	9672	
CISD1	55847	
FGF7	2252	
INSYN2B	100131897	
PEX3	8504	
DHCR24	1718	
SPANXN2	494119	
POTEB2	100287399	
DES	1674	
SORBS3	10174	
COPS2	9318	
LGALS13	29124	
MFAP1	4236	
RCAN2	10231	
ADI1	55256	00270+1.13.11.54
ADI1	55256	
ATM	472	
SNX17	9784	
INSIG1	3638	
SIX6	4990	
CEP131	22994	
FAM9C	171484	
UBE2D1	7321	
C14orf39	317761	
CLASRP	11129	
HOXC9	3225	
NLRX1	79671	
C2CD5	9847	
HOXC4	3221	
AC012531.3		
HOXC5	3222	
HOXC10	3226	
LGALS16	148003	
KLK11	11012	
SLC1A7	6512	
COL5A2	1290	
HOXC6	3223	
SERGEF	26297	
IPO9	55705	
HIST1H4A	8359	
HIST1H4B	8366	
NPEPPS	9520	
CCDC22	28952	
HIST1H3B	8358	
DCN	1634	
HOXC8	3224	
ABCA2	20	
NUP210	23225	
ZNF121	7675	
MYH3	4621	
DELE1	9812	
ACP1	52	00740+3.1.3.2
LGALS14	56891	
HIST1H2AB	8335	
HIST1H2BB	3018	
LRTM2	654429	
PDK1	5163	
ACP1	52	
ZNF114	163071	
GPR26	2849	
NCOA4	8031	
PPP3CC	5533	04658+3.1.3.16
PPP3CC	5533	04660+3.1.3.16
RNASEH1	246243	
ELAVL2	1993	
TMEM37	140738	
ABCD4	5826	
RGN	9104	00053+3.1.1.17
RGN	9104	00030+3.1.1.17
RGN	9104	00930+3.1.1.17
KLK12	43849	
GRM2	2912	
TFEB	7942	
TFIP11	24144	
CDH19	28513	
AC108488.2		
HIST1H2BC	8347	
BTG1	694	
EMP3	2014	
HIST1H2AC	8334	
HEY2	23493	
HIST1H4C	8364	
AMH	268	
HIST1H1C	3006	
VPS18	57617	
MSRB3	253827	
HIST1H3C	8352	
PLP2	5355	
C10orf99	387695	
FOXP3	50943	
CCDC114	93233	
KCNC1	3746	
SRRD	402055	
GALK2	2585	
ATXN3L	92552	
MAPRE2	10982	
IGKJ3		
IGKJ5		
CLLU1OS	574016	
IGKC		
IGKJ4		
IGKJ2		
CAV1	857	
KIT	3815	
KLHL11	55175	
FABP6	2172	
ENG	2022	
OAZ1	4946	
TPH1	7166	00790+1.14.16.4
TPH1	7166	00380+1.14.16.4
KLK13	26085	
ITGA6	3655	
N4BP2L2	10443	
PDK3	5165	
TPH1	7166	
TMEM61	199964	
SOCS4	122809	
SIVA1	10572	
CCDC126	90693	
AMOT	154796	
C12orf10	60314	
BSND	7809	
SPDYE4	388333	
IGKJ1		
TLE7	102723796	
GYG2	8908	
MAPK1IP1L	93487	
IGKV4-1		
MAPRE1	22919	
